kredit_id,nasabah_id,jenis_kredit,jumlah_pinjaman,outstanding,tenor_bulan,suku_bunga_persen,tanggal_pencairan,tanggal_jatuh_tempo,status_kolektibilitas,agunan,sektor_ekonomi
KRD001443,NSB0004086,Kredit Modal Kerja,500000000,463940776,12,8.0,2024-04-28,2025-04-23,1-Lancar,BPKB,Properti
KRD001444,NSB0001858,Kredit Investasi,1000000000,431874959,48,11.0,2021-05-23,2025-05-02,4-Diragukan,Deposito,Konstruksi
KRD001445,NSB0009849,KPR,300000000,211585718,240,9.0,2022-06-17,2042-03-04,1-Lancar,Mesin/Peralatan,Manufaktur
KRD001446,NSB0005937,KUR Mikro,10000000,7159020,36,6.0,2023-10-12,2026-09-26,1-Lancar,Sertifikat Tanah,F&B
KRD001447,NSB0000091,Kredit Multiguna,1000000000,575143868,36,8.0,2024-02-18,2027-02-02,1-Lancar,Deposito,F&B
KRD001448,NSB0009853,KUR Kecil,100000000,52412252,36,6.0,2023-06-15,2026-05-30,1-Lancar,Deposito,Manufaktur
KRD001449,NSB0000327,KKB,100000000,46335368,60,9.0,2020-02-18,2025-01-22,5-Macet,Deposito,Pertanian
KRD001450,NSB0001323,Kredit Modal Kerja,100000000,41657943,24,8.5,2021-12-18,2023-12-08,1-Lancar,Personal Guarantee,Manufaktur
KRD001451,NSB0008471,Kartu Kredit,50000000,25403078,24,10.5,2020-03-21,2022-03-11,1-Lancar,Sertifikat Tanah,Properti
KRD001452,NSB0008665,Kredit Investasi,1000000000,517609767,12,10.5,2024-12-25,2025-12-20,1-Lancar,Personal Guarantee,Perikanan
KRD001453,NSB0000566,KPR,1000000000,930628268,180,7.5,2023-12-20,2038-10-02,1-Lancar,Sertifikat Tanah,Konstruksi
KRD001454,NSB0006357,KKB,300000000,273510596,60,9.5,2022-12-16,2027-11-20,2-Dalam Perhatian Khusus,Mesin/Peralatan,Perdagangan
KRD001455,NSB0002503,KUR Kecil,200000000,166298283,36,6.0,2024-02-20,2027-02-04,1-Lancar,Sertifikat Tanah,F&B
KRD001456,NSB0004490,Kredit Modal Kerja,1000000000,414266706,60,7.5,2024-09-08,2029-08-13,3-Kurang Lancar,BPKB,F&B
KRD001457,NSB0006959,KPR,1000000000,574248101,120,10.5,2020-08-31,2030-07-10,1-Lancar,Mesin/Peralatan,Manufaktur
KRD001458,NSB0008688,KKB,300000000,65764461,36,8.5,2021-02-20,2024-02-05,2-Dalam Perhatian Khusus,Sertifikat Tanah,Retail
KRD001459,NSB0009524,KUR Kecil,500000000,146936991,60,6.0,2020-03-07,2025-02-09,1-Lancar,Tanpa Agunan,Properti
KRD001460,NSB0007088,KKB,200000000,104308710,48,9.5,2020-12-01,2024-11-10,2-Dalam Perhatian Khusus,Deposito,F&B
KRD001461,NSB0009708,KUR Mikro,5000000,4089813,24,6.0,2022-01-02,2023-12-23,1-Lancar,Sertifikat Tanah,Perdagangan
KRD001462,NSB0004090,KKB,150000000,70202118,60,8.0,2023-08-12,2028-07-16,1-Lancar,Tanpa Agunan,Pertanian
KRD001463,NSB0004490,Kredit Multiguna,1000000000,459655636,48,11.0,2021-08-29,2025-08-08,5-Macet,BPKB,F&B
KRD001464,NSB0008780,Kartu Kredit,1000000000,494662274,60,10.0,2023-09-25,2028-08-29,1-Lancar,Sertifikat Tanah,Jasa
KRD001465,NSB0005779,Kredit Modal Kerja,1000000000,624151237,24,8.5,2023-09-23,2025-09-12,3-Kurang Lancar,BPKB,Manufaktur
KRD001466,NSB0007906,KPR,300000000,221372316,180,10.0,2023-05-12,2038-02-22,1-Lancar,Personal Guarantee,Jasa
KRD001467,NSB0000438,Kartu Kredit,100000000,90512812,36,12.0,2022-03-02,2025-02-14,5-Macet,Sertifikat Tanah,Jasa
KRD001468,NSB0008912,KUR Mikro,25000000,21405016,24,6.0,2022-06-14,2024-06-03,1-Lancar,BPKB,Pertanian
KRD001469,NSB0005447,KKB,300000000,202980930,60,8.5,2021-03-15,2026-02-17,1-Lancar,Personal Guarantee,Manufaktur
KRD001470,NSB0008053,KPR,500000000,252141364,180,10.0,2021-09-26,2036-07-09,2-Dalam Perhatian Khusus,Tanpa Agunan,Perikanan
KRD001471,NSB0004606,Kredit Investasi,50000000,16283993,36,10.0,2022-10-17,2025-10-01,1-Lancar,Mesin/Peralatan,Perikanan
KRD001472,NSB0005838,Kredit Modal Kerja,250000000,179125535,36,10.0,2024-02-13,2027-01-28,3-Kurang Lancar,Deposito,Retail
KRD001473,NSB0002315,Kredit Investasi,500000000,84971455,12,12.0,2022-09-07,2023-09-02,1-Lancar,BPKB,Properti
KRD001474,NSB0000533,KKB,100000000,18863182,36,11.0,2022-09-27,2025-09-11,5-Macet,Personal Guarantee,Retail
KRD001475,NSB0004234,Kredit Investasi,1000000000,755699877,36,7.5,2024-01-23,2027-01-07,1-Lancar,Deposito,Konstruksi
KRD001476,NSB0001321,KPR,1000000000,241379624,180,10.5,2021-07-01,2036-04-13,1-Lancar,Sertifikat Tanah,F&B
KRD001477,NSB0004603,KPR,750000000,162084639,180,10.0,2021-09-15,2036-06-28,1-Lancar,Sertifikat Tanah,Perikanan
KRD001478,NSB0003512,KKB,200000000,30594172,60,10.5,2022-12-19,2027-11-23,1-Lancar,Sertifikat Tanah,Jasa
KRD001479,NSB0004787,Kartu Kredit,100000000,62773005,12,10.0,2025-01-06,2026-01-01,1-Lancar,BPKB,Perdagangan
KRD001480,NSB0007089,KUR Mikro,20000000,13189433,12,6.0,2022-11-21,2023-11-16,1-Lancar,Personal Guarantee,F&B
KRD001481,NSB0000682,Kartu Kredit,1000000000,481089043,12,9.5,2024-08-29,2025-08-24,1-Lancar,Deposito,Konstruksi
KRD001482,NSB0008858,KPR,1500000000,1089625261,240,8.0,2021-05-02,2041-01-17,1-Lancar,Personal Guarantee,Jasa
KRD001483,NSB0004418,KPR,750000000,468766379,180,10.5,2022-09-19,2037-07-02,1-Lancar,Personal Guarantee,Konstruksi
KRD001484,NSB0004620,KKB,500000000,133071979,48,10.0,2022-04-22,2026-04-01,3-Kurang Lancar,Personal Guarantee,Jasa
KRD001485,NSB0009730,Kredit Modal Kerja,500000000,358762842,36,8.0,2020-07-10,2023-06-25,1-Lancar,Tanpa Agunan,Transportasi
KRD001486,NSB0002373,KKB,300000000,264559216,48,9.5,2024-05-29,2028-05-08,1-Lancar,Mesin/Peralatan,Manufaktur
KRD001487,NSB0005707,KKB,200000000,79911086,36,10.5,2024-07-13,2027-06-28,1-Lancar,BPKB,Perikanan
KRD001488,NSB0007786,KKB,300000000,124484299,48,10.0,2025-01-09,2028-12-19,1-Lancar,Mesin/Peralatan,F&B
KRD001489,NSB0005643,Kredit Modal Kerja,1000000000,808703420,60,10.0,2021-02-08,2026-01-13,1-Lancar,Deposito,Properti
KRD001490,NSB0001957,KPR,1500000000,618620603,120,9.5,2024-05-20,2034-03-29,1-Lancar,Tanpa Agunan,F&B
KRD001491,NSB0005740,KUR Kecil,500000000,120774838,48,6.0,2024-07-31,2028-07-10,1-Lancar,Sertifikat Tanah,Perikanan
KRD001492,NSB0008420,KKB,500000000,383503391,36,12.0,2020-03-28,2023-03-13,1-Lancar,BPKB,Manufaktur
KRD001493,NSB0007617,KPR,750000000,292435475,240,8.0,2023-07-04,2043-03-21,1-Lancar,Personal Guarantee,Properti
KRD001494,NSB0000438,Kredit Modal Kerja,250000000,42326574,12,9.0,2023-07-31,2024-07-25,2-Dalam Perhatian Khusus,Deposito,F&B
KRD001495,NSB0008128,KUR Mikro,15000000,1748479,12,6.0,2023-06-18,2024-06-12,1-Lancar,Personal Guarantee,Transportasi
KRD001496,NSB0008219,KUR Kecil,300000000,243406366,48,6.0,2025-03-06,2029-02-13,1-Lancar,BPKB,Pertanian
KRD001497,NSB0009147,KUR Kecil,200000000,160897213,48,6.0,2024-09-17,2028-08-27,1-Lancar,Personal Guarantee,Pertanian
KRD001498,NSB0007568,Kredit Multiguna,250000000,50613097,48,7.5,2022-05-16,2026-04-25,1-Lancar,BPKB,Retail
KRD001499,NSB0008508,KKB,200000000,71211914,48,8.5,2022-10-17,2026-09-26,2-Dalam Perhatian Khusus,Tanpa Agunan,Manufaktur
KRD001500,NSB0008529,Kredit Multiguna,1000000000,762077309,12,8.0,2023-10-14,2024-10-08,1-Lancar,Personal Guarantee,Jasa
KRD001501,NSB0007781,Kredit Multiguna,100000000,32526923,36,10.0,2023-01-30,2026-01-14,1-Lancar,Personal Guarantee,Jasa
KRD001502,NSB0006885,Kredit Investasi,250000000,83028267,36,11.0,2020-02-17,2023-02-01,1-Lancar,Sertifikat Tanah,Transportasi
KRD001503,NSB0002962,KPR,300000000,260470164,180,12.0,2023-07-06,2038-04-18,1-Lancar,Tanpa Agunan,Jasa
KRD001504,NSB0008644,Kredit Investasi,1000000000,919472313,48,10.5,2024-06-29,2028-06-08,4-Diragukan,Deposito,Konstruksi
KRD001505,NSB0001627,KPR,200000000,176528364,240,10.0,2020-07-18,2040-04-04,1-Lancar,Mesin/Peralatan,Konstruksi
KRD001506,NSB0008777,Kartu Kredit,250000000,94652077,12,11.0,2022-10-26,2023-10-21,1-Lancar,Mesin/Peralatan,F&B
KRD001507,NSB0003145,KUR Mikro,10000000,4721752,24,6.0,2020-09-10,2022-08-31,1-Lancar,Deposito,F&B
KRD001508,NSB0006980,KUR Kecil,500000000,376280958,48,6.0,2025-01-19,2028-12-29,1-Lancar,Mesin/Peralatan,Properti
KRD001509,NSB0007094,Kredit Investasi,50000000,24700834,12,10.5,2023-11-27,2024-11-21,1-Lancar,Mesin/Peralatan,Jasa
KRD001510,NSB0000435,KKB,150000000,49038729,48,8.0,2022-01-01,2025-12-11,1-Lancar,Tanpa Agunan,Perikanan
KRD001511,NSB0006128,KUR Kecil,500000000,222041457,48,6.0,2023-08-30,2027-08-09,1-Lancar,Sertifikat Tanah,Konstruksi
KRD001512,NSB0001603,KPR,300000000,218715190,240,9.5,2021-06-06,2041-02-21,2-Dalam Perhatian Khusus,Tanpa Agunan,Properti
KRD001513,NSB0005766,KPR,300000000,171139315,180,9.0,2022-06-04,2037-03-17,1-Lancar,Tanpa Agunan,Retail
KRD001514,NSB0002707,Kredit Investasi,50000000,5822983,24,12.0,2021-10-18,2023-10-08,2-Dalam Perhatian Khusus,Tanpa Agunan,Pertanian
KRD001515,NSB0002682,Kredit Investasi,50000000,22596475,12,11.0,2022-12-16,2023-12-11,1-Lancar,Sertifikat Tanah,Perdagangan
KRD001516,NSB0006333,KPR,500000000,384111612,180,9.0,2020-01-28,2034-11-10,1-Lancar,Tanpa Agunan,Jasa
KRD001517,NSB0005470,KUR Mikro,25000000,6983485,12,6.0,2023-10-17,2024-10-11,5-Macet,Personal Guarantee,Transportasi
KRD001518,NSB0007357,KPR,750000000,340856113,120,9.0,2021-04-13,2031-02-20,1-Lancar,BPKB,Perdagangan
KRD001519,NSB0009069,KKB,300000000,188450970,60,10.0,2021-09-08,2026-08-13,1-Lancar,Tanpa Agunan,Properti
KRD001520,NSB0009682,KUR Kecil,500000000,166250907,60,6.0,2023-03-19,2028-02-21,1-Lancar,Personal Guarantee,Jasa
KRD001521,NSB0007462,Kredit Modal Kerja,250000000,87696069,48,10.5,2023-07-14,2027-06-23,2-Dalam Perhatian Khusus,BPKB,Konstruksi
KRD001522,NSB0008903,KKB,100000000,31637397,36,11.0,2022-05-17,2025-05-01,3-Kurang Lancar,Deposito,Pertanian
KRD001523,NSB0007842,KUR Kecil,500000000,222567261,36,6.0,2022-09-27,2025-09-11,1-Lancar,Tanpa Agunan,Konstruksi
KRD001524,NSB0006908,Kredit Modal Kerja,1000000000,346394687,36,9.0,2024-10-08,2027-09-23,1-Lancar,Sertifikat Tanah,Properti
KRD001525,NSB0001023,KPR,300000000,82861345,120,10.0,2024-02-29,2034-01-07,4-Diragukan,Tanpa Agunan,F&B
KRD001526,NSB0002716,KPR,200000000,154472010,120,8.0,2024-10-04,2034-08-13,1-Lancar,Mesin/Peralatan,F&B
KRD001527,NSB0003484,Kredit Investasi,500000000,116030813,12,9.5,2024-09-18,2025-09-13,1-Lancar,BPKB,Manufaktur
KRD001528,NSB0000672,Kredit Modal Kerja,250000000,152641417,36,8.0,2020-02-10,2023-01-25,3-Kurang Lancar,Deposito,F&B
KRD001529,NSB0005435,Kredit Investasi,50000000,33794496,24,12.0,2024-10-06,2026-09-26,1-Lancar,BPKB,Konstruksi
KRD001530,NSB0004951,KPR,200000000,158552099,240,7.5,2022-04-17,2042-01-02,4-Diragukan,BPKB,Konstruksi
KRD001531,NSB0009207,Kredit Investasi,250000000,42914032,36,9.0,2021-07-10,2024-06-24,1-Lancar,Tanpa Agunan,Perdagangan
KRD001532,NSB0008058,KPR,750000000,299030575,180,8.5,2021-05-30,2036-03-12,3-Kurang Lancar,BPKB,Properti
KRD001533,NSB0006809,KUR Kecil,200000000,157341388,36,6.0,2022-04-28,2025-04-12,2-Dalam Perhatian Khusus,Mesin/Peralatan,F&B
KRD001534,NSB0008722,KUR Mikro,5000000,4381399,12,6.0,2021-09-27,2022-09-22,3-Kurang Lancar,Mesin/Peralatan,Manufaktur
KRD001535,NSB0006520,Kartu Kredit,500000000,453326267,24,12.0,2025-02-28,2027-02-18,3-Kurang Lancar,BPKB,Pertanian
KRD001536,NSB0005374,KPR,500000000,93241682,240,8.0,2020-08-12,2040-04-29,1-Lancar,Deposito,Properti
KRD001537,NSB0000720,Kredit Modal Kerja,500000000,285023846,36,8.5,2023-10-20,2026-10-04,1-Lancar,Personal Guarantee,Transportasi
KRD001538,NSB0006499,Kredit Multiguna,50000000,5870316,36,7.5,2022-10-12,2025-09-26,1-Lancar,Personal Guarantee,Konstruksi
KRD001539,NSB0005187,KPR,1000000000,738338453,240,9.0,2023-12-26,2043-09-12,1-Lancar,Deposito,F&B
KRD001540,NSB0003288,Kredit Investasi,250000000,93261294,36,8.0,2022-10-14,2025-09-28,1-Lancar,Sertifikat Tanah,Perikanan
KRD001541,NSB0004607,KKB,150000000,113261809,36,8.0,2021-12-16,2024-11-30,1-Lancar,Personal Guarantee,Perikanan
KRD001542,NSB0007928,Kredit Investasi,250000000,103589752,12,9.0,2021-08-05,2022-07-31,4-Diragukan,Mesin/Peralatan,Manufaktur
KRD001543,NSB0009137,KPR,1000000000,495337445,120,9.5,2021-12-31,2031-11-09,4-Diragukan,Tanpa Agunan,Manufaktur
KRD001544,NSB0000476,KPR,1500000000,910746444,180,10.5,2021-05-18,2036-02-29,1-Lancar,Sertifikat Tanah,Pertanian
KRD001545,NSB0000169,KKB,100000000,17225808,60,9.5,2022-06-28,2027-06-02,1-Lancar,Mesin/Peralatan,Perdagangan
KRD001546,NSB0009396,KUR Mikro,10000000,4402870,36,6.0,2023-04-30,2026-04-14,1-Lancar,BPKB,F&B
KRD001547,NSB0001511,Kredit Modal Kerja,100000000,69370087,60,7.5,2022-09-18,2027-08-23,1-Lancar,Mesin/Peralatan,Konstruksi
KRD001548,NSB0001729,KPR,750000000,463318077,120,9.5,2020-05-21,2030-03-30,1-Lancar,Mesin/Peralatan,Properti
KRD001549,NSB0005188,KUR Mikro,5000000,1534003,12,6.0,2021-01-10,2022-01-05,1-Lancar,Personal Guarantee,Retail
KRD001550,NSB0009197,KPR,1500000000,731749174,180,10.5,2025-01-26,2039-11-09,4-Diragukan,BPKB,Manufaktur
KRD001551,NSB0007994,KPR,300000000,253228157,120,10.5,2020-07-06,2030-05-15,4-Diragukan,Personal Guarantee,F&B
KRD001552,NSB0007172,Kredit Investasi,250000000,235451031,12,10.5,2021-07-03,2022-06-28,3-Kurang Lancar,Deposito,Perdagangan
KRD001553,NSB0006529,Kredit Multiguna,250000000,208830861,36,8.5,2024-08-24,2027-08-09,1-Lancar,Personal Guarantee,Retail
KRD001554,NSB0007232,Kredit Multiguna,100000000,25858050,48,10.5,2021-01-27,2025-01-06,3-Kurang Lancar,Sertifikat Tanah,Perdagangan
KRD001555,NSB0001688,KUR Kecil,50000000,35373993,36,6.0,2022-09-08,2025-08-23,4-Diragukan,Personal Guarantee,Manufaktur
KRD001556,NSB0008758,Kredit Modal Kerja,250000000,173070691,48,10.5,2023-04-15,2027-03-25,5-Macet,Deposito,Konstruksi
KRD001557,NSB0001295,KUR Kecil,100000000,52698635,36,6.0,2023-02-28,2026-02-12,1-Lancar,Deposito,Pertanian
KRD001558,NSB0001061,Kredit Multiguna,50000000,28252564,60,7.5,2021-01-27,2026-01-01,1-Lancar,Mesin/Peralatan,Jasa
KRD001559,NSB0009027,Kartu Kredit,50000000,12447188,48,12.0,2021-01-16,2024-12-26,1-Lancar,Mesin/Peralatan,Manufaktur
KRD001560,NSB0001034,KUR Kecil,500000000,418990244,60,6.0,2020-02-25,2025-01-29,1-Lancar,Mesin/Peralatan,Properti
KRD001561,NSB0003333,KKB,200000000,45405579,60,10.5,2021-05-06,2026-04-10,1-Lancar,Sertifikat Tanah,Retail
KRD001562,NSB0002298,KPR,1500000000,1277513570,120,8.0,2020-12-22,2030-10-31,1-Lancar,BPKB,Perikanan
KRD001563,NSB0001052,KPR,1500000000,237668205,240,8.0,2022-05-17,2042-02-01,1-Lancar,Sertifikat Tanah,Konstruksi
KRD001564,NSB0008582,Kredit Investasi,50000000,17195683,48,8.5,2023-04-10,2027-03-20,1-Lancar,Mesin/Peralatan,Transportasi
KRD001565,NSB0006328,Kredit Modal Kerja,100000000,37678044,48,9.0,2023-06-25,2027-06-04,1-Lancar,Sertifikat Tanah,F&B
KRD001566,NSB0002822,KKB,200000000,28051318,36,9.5,2024-12-28,2027-12-13,1-Lancar,Tanpa Agunan,F&B
KRD001567,NSB0003018,KKB,150000000,142163482,48,10.5,2024-08-01,2028-07-11,1-Lancar,Tanpa Agunan,Pertanian
KRD001568,NSB0001379,Kredit Investasi,100000000,26443320,36,10.5,2024-01-30,2027-01-14,4-Diragukan,BPKB,Perdagangan
KRD001569,NSB0001797,Kredit Investasi,50000000,15220249,12,12.0,2021-03-07,2022-03-02,1-Lancar,Sertifikat Tanah,Manufaktur
KRD001570,NSB0008987,Kartu Kredit,1000000000,411056457,48,12.0,2024-01-08,2027-12-18,1-Lancar,Personal Guarantee,Perdagangan
KRD001571,NSB0004461,KPR,750000000,100573995,180,7.5,2021-03-17,2035-12-29,4-Diragukan,BPKB,Jasa
KRD001572,NSB0005080,KUR Kecil,200000000,24453099,60,6.0,2025-01-29,2030-01-03,1-Lancar,Tanpa Agunan,Properti
KRD001573,NSB0009461,KKB,500000000,81233993,60,10.5,2023-01-23,2027-12-28,1-Lancar,Personal Guarantee,F&B
KRD001574,NSB0007106,KUR Mikro,15000000,4617308,36,6.0,2022-04-05,2025-03-20,1-Lancar,Mesin/Peralatan,Perikanan
KRD001575,NSB0001899,Kredit Multiguna,500000000,396378539,36,7.5,2021-05-17,2024-05-01,1-Lancar,BPKB,Perdagangan
KRD001576,NSB0007221,Kartu Kredit,1000000000,698703410,12,12.0,2023-05-12,2024-05-06,3-Kurang Lancar,Tanpa Agunan,Pertanian
KRD001577,NSB0003648,Kredit Multiguna,1000000000,790575801,24,7.5,2024-12-09,2026-11-29,1-Lancar,Personal Guarantee,Konstruksi
KRD001578,NSB0003976,Kredit Multiguna,1000000000,494146834,48,9.0,2021-04-13,2025-03-23,1-Lancar,Personal Guarantee,F&B
KRD001579,NSB0003660,KPR,300000000,75613800,120,11.0,2024-05-17,2034-03-26,1-Lancar,Sertifikat Tanah,Pertanian
KRD001580,NSB0009341,Kredit Multiguna,100000000,94216888,24,8.5,2025-01-15,2027-01-05,1-Lancar,Personal Guarantee,Manufaktur
KRD001581,NSB0008088,KPR,1500000000,429940000,240,8.0,2020-10-01,2040-06-18,1-Lancar,Mesin/Peralatan,Properti
KRD001582,NSB0001449,Kredit Modal Kerja,250000000,70479001,12,10.0,2022-03-06,2023-03-01,4-Diragukan,Mesin/Peralatan,Perikanan
KRD001583,NSB0008011,Kartu Kredit,100000000,19486757,36,9.0,2021-06-10,2024-05-25,1-Lancar,Mesin/Peralatan,Transportasi
KRD001584,NSB0008865,Kartu Kredit,500000000,441070195,12,11.0,2022-07-20,2023-07-15,1-Lancar,Sertifikat Tanah,Manufaktur
KRD001585,NSB0003183,Kredit Investasi,500000000,311557551,36,10.0,2022-02-23,2025-02-07,1-Lancar,Mesin/Peralatan,F&B
KRD001586,NSB0009441,KPR,300000000,232143654,120,8.0,2021-04-15,2031-02-22,1-Lancar,Tanpa Agunan,Retail
KRD001587,NSB0004711,KKB,300000000,131879558,48,9.0,2021-06-21,2025-05-31,4-Diragukan,BPKB,Perikanan
KRD001588,NSB0007832,KUR Kecil,300000000,74321002,48,6.0,2023-11-18,2027-10-28,1-Lancar,Mesin/Peralatan,Perikanan
KRD001589,NSB0008422,Kredit Investasi,50000000,22602360,12,12.0,2024-06-27,2025-06-22,2-Dalam Perhatian Khusus,Deposito,Jasa
KRD001590,NSB0001568,KUR Mikro,20000000,13667383,12,6.0,2024-03-11,2025-03-06,1-Lancar,Personal Guarantee,F&B
KRD001591,NSB0007474,KPR,300000000,65220874,240,9.0,2020-06-29,2040-03-16,1-Lancar,Mesin/Peralatan,Perikanan
KRD001592,NSB0006405,KPR,300000000,135111783,240,8.5,2023-03-29,2042-12-14,1-Lancar,Deposito,Konstruksi
KRD001593,NSB0000306,KPR,750000000,180382645,240,9.0,2022-09-21,2042-06-08,3-Kurang Lancar,Deposito,Perikanan
KRD001594,NSB0005002,Kartu Kredit,1000000000,279395606,48,10.0,2021-05-21,2025-04-30,1-Lancar,Personal Guarantee,Pertanian
KRD001595,NSB0002070,Kredit Multiguna,100000000,14957031,12,12.0,2022-04-12,2023-04-07,1-Lancar,Mesin/Peralatan,Perdagangan
KRD001596,NSB0003540,KUR Kecil,100000000,37877172,36,6.0,2025-03-01,2028-02-14,1-Lancar,Personal Guarantee,Pertanian
KRD001597,NSB0000968,Kartu Kredit,1000000000,297413309,36,8.5,2023-03-31,2026-03-15,4-Diragukan,Deposito,Properti
KRD001598,NSB0005884,KPR,200000000,97885915,240,10.5,2022-01-13,2041-09-30,1-Lancar,BPKB,Perdagangan
KRD001599,NSB0002202,Kredit Multiguna,50000000,25381506,12,8.0,2023-08-20,2024-08-14,5-Macet,Deposito,Retail
KRD001600,NSB0004693,KUR Mikro,5000000,640917,24,6.0,2020-04-01,2022-03-22,1-Lancar,Sertifikat Tanah,Pertanian
KRD001601,NSB0008766,Kredit Investasi,50000000,14511899,60,7.5,2024-09-11,2029-08-16,1-Lancar,Sertifikat Tanah,Perdagangan
KRD001602,NSB0009817,KUR Kecil,500000000,93709676,48,6.0,2022-10-12,2026-09-21,1-Lancar,Mesin/Peralatan,Jasa
KRD001603,NSB0002773,Kartu Kredit,500000000,365527754,60,9.5,2023-02-22,2028-01-27,1-Lancar,Deposito,F&B
KRD001604,NSB0006460,KUR Kecil,100000000,59544462,36,6.0,2020-09-18,2023-09-03,3-Kurang Lancar,BPKB,Perdagangan
KRD001605,NSB0001056,KKB,300000000,49146811,48,11.0,2022-12-31,2026-12-10,3-Kurang Lancar,Sertifikat Tanah,Konstruksi
KRD001606,NSB0001031,Kredit Modal Kerja,50000000,45110009,48,7.5,2020-03-03,2024-02-11,1-Lancar,Tanpa Agunan,Properti
KRD001607,NSB0002999,Kartu Kredit,1000000000,305036890,36,7.5,2023-01-12,2025-12-27,1-Lancar,Deposito,Jasa
KRD001608,NSB0003169,KUR Kecil,200000000,52226559,36,6.0,2021-09-10,2024-08-25,2-Dalam Perhatian Khusus,Sertifikat Tanah,Jasa
KRD001609,NSB0006791,KUR Mikro,5000000,2947475,24,6.0,2022-04-18,2024-04-07,1-Lancar,BPKB,Jasa
KRD001610,NSB0009546,KPR,1000000000,167177145,180,11.0,2024-08-05,2039-05-19,1-Lancar,Deposito,Properti
KRD001611,NSB0008744,Kredit Multiguna,50000000,13698521,60,10.5,2023-12-21,2028-11-24,1-Lancar,Personal Guarantee,Transportasi
KRD001612,NSB0009659,KUR Kecil,50000000,12362990,48,6.0,2020-11-17,2024-10-27,1-Lancar,Personal Guarantee,F&B
KRD001613,NSB0001777,Kartu Kredit,100000000,31265240,48,11.0,2023-02-22,2027-02-01,1-Lancar,Sertifikat Tanah,Retail
KRD001614,NSB0004940,Kredit Modal Kerja,500000000,400875634,12,8.5,2023-12-30,2024-12-24,1-Lancar,Tanpa Agunan,Manufaktur
KRD001615,NSB0000789,KKB,300000000,217587440,48,9.5,2023-05-14,2027-04-23,2-Dalam Perhatian Khusus,Tanpa Agunan,Properti
KRD001616,NSB0008762,Kartu Kredit,1000000000,649399345,36,7.5,2021-01-19,2024-01-04,4-Diragukan,Sertifikat Tanah,Konstruksi
KRD001617,NSB0001007,Kredit Multiguna,50000000,42979137,48,8.5,2020-05-09,2024-04-18,1-Lancar,Mesin/Peralatan,F&B
KRD001618,NSB0006393,KKB,300000000,73204394,60,10.0,2023-07-08,2028-06-11,5-Macet,Mesin/Peralatan,Jasa
KRD001619,NSB0003714,KPR,200000000,96549498,180,7.5,2023-10-18,2038-07-31,1-Lancar,Sertifikat Tanah,Jasa
KRD001620,NSB0002883,KUR Mikro,25000000,19331270,36,6.0,2022-02-15,2025-01-30,1-Lancar,Mesin/Peralatan,Manufaktur
KRD001621,NSB0003279,Kredit Investasi,1000000000,833561878,60,7.5,2022-07-02,2027-06-06,1-Lancar,Sertifikat Tanah,Manufaktur
KRD001622,NSB0007663,KUR Kecil,100000000,22628616,60,6.0,2020-07-16,2025-06-20,1-Lancar,Tanpa Agunan,Retail
KRD001623,NSB0001773,KUR Kecil,300000000,96888422,36,6.0,2021-03-19,2024-03-03,4-Diragukan,Personal Guarantee,Jasa
KRD001624,NSB0003029,KUR Mikro,15000000,5658071,24,6.0,2025-01-21,2027-01-11,1-Lancar,Mesin/Peralatan,Jasa
KRD001625,NSB0006320,KKB,500000000,297729920,48,8.0,2021-05-07,2025-04-16,1-Lancar,Personal Guarantee,Retail
KRD001626,NSB0006423,KPR,1500000000,1062237521,120,9.0,2024-06-03,2034-04-12,1-Lancar,Personal Guarantee,F&B
KRD001627,NSB0005604,KPR,1500000000,735543767,180,10.0,2022-01-31,2036-11-13,1-Lancar,Sertifikat Tanah,Transportasi
KRD001628,NSB0007036,Kredit Multiguna,500000000,244200176,36,7.5,2022-10-26,2025-10-10,1-Lancar,Deposito,Jasa
KRD001629,NSB0000747,Kredit Multiguna,100000000,21321156,24,10.5,2020-08-24,2022-08-14,1-Lancar,BPKB,Transportasi
KRD001630,NSB0006406,Kredit Modal Kerja,500000000,183698514,60,9.5,2023-11-06,2028-10-10,1-Lancar,Mesin/Peralatan,Perdagangan
KRD001631,NSB0002194,KUR Mikro,25000000,3971887,36,6.0,2022-11-04,2025-10-19,1-Lancar,Mesin/Peralatan,Perikanan
KRD001632,NSB0003357,KPR,1000000000,342196228,180,8.0,2024-11-09,2039-08-23,5-Macet,Tanpa Agunan,Jasa
KRD001633,NSB0005131,KKB,300000000,203292223,48,10.5,2024-04-20,2028-03-30,1-Lancar,Tanpa Agunan,Manufaktur
KRD001634,NSB0004178,Kredit Modal Kerja,100000000,67649669,36,9.0,2020-02-02,2023-01-17,1-Lancar,BPKB,Pertanian
KRD001635,NSB0009226,Kredit Modal Kerja,100000000,25136724,48,7.5,2023-10-10,2027-09-19,5-Macet,Personal Guarantee,Perdagangan
KRD001636,NSB0009069,Kredit Modal Kerja,250000000,28056973,60,8.0,2021-04-22,2026-03-27,1-Lancar,Sertifikat Tanah,Konstruksi
KRD001637,NSB0007195,KPR,1500000000,287868872,240,8.0,2022-12-16,2042-09-02,1-Lancar,Mesin/Peralatan,Perdagangan
KRD001638,NSB0003456,Kredit Investasi,500000000,275291583,12,11.0,2021-12-20,2022-12-15,4-Diragukan,BPKB,Konstruksi
